baseline,point,mode,target_isl,qps,concurrency,seed,requested,completed,duration_s,actual_isl_mean,output_tokens,prompt_tokens,cached_tokens,cache_hit_ratio,request_throughput,output_token_throughput,logical_token_throughput,host_reuse_tokens,evicted_tokens,input_sha256,source,ttft_ms_mean,ttft_ms_p50,ttft_ms_p95,ttft_ms_p99,e2e_ms_mean,e2e_ms_p50,e2e_ms_p95,e2e_ms_p99,offered_ttft_ms_mean,offered_ttft_ms_p50,offered_ttft_ms_p95,offered_ttft_ms_p99,offered_e2e_ms_mean,offered_e2e_ms_p50,offered_e2e_ms_p95,offered_e2e_ms_p99,client_wait_ms_mean,client_wait_ms_p50,client_wait_ms_p95,client_wait_ms_p99,decode_window_ms_mean,decode_window_ms_p50,decode_window_ms_p95,decode_window_ms_p99,itl_ms_mean,itl_ms_p50,itl_ms_p95,itl_ms_p99,batch_prefill_cuda_ms_mean,batch_prefill_cuda_ms_p50,batch_prefill_cuda_ms_p95,batch_prefill_cuda_ms_p99,batch_prefill_cuda_total_s,batch_decode_cuda_ms_mean,batch_decode_cuda_ms_p50,batch_decode_cuda_ms_p95,batch_decode_cuda_ms_p99,batch_decode_cuda_total_s,computed_prompt_tokens,cached_compute_accounting_difference,gpu_reuse_tokens,gpu_reuse_ratio_of_prompt,host_reuse_ratio_of_prompt,external_query_tokens,evicted_tokens_per_s,physical_token_throughput,prefill_token_throughput,gpu_kv_usage_peak,gpu_kv_usage_batch_sample_mean,host_kv_usage_peak,host_kv_usage_batch_sample_mean,gpu_to_cpu_bytes,gpu_to_cpu_operations,gpu_to_cpu_host_call_s,gpu_to_cpu_GBps_by_host_call_s,gpu_to_cpu_cuda_elapsed_s,gpu_to_cpu_GBps_by_cuda_elapsed_s,gpu_to_cpu_size_bytes_mean,gpu_to_cpu_size_bytes_p50,gpu_to_cpu_size_bytes_p95,gpu_to_cpu_size_bytes_p99,cpu_to_gpu_bytes,cpu_to_gpu_operations,cpu_to_gpu_host_call_s,cpu_to_gpu_GBps_by_host_call_s,cpu_to_gpu_cuda_elapsed_s,cpu_to_gpu_GBps_by_cuda_elapsed_s,cpu_to_gpu_size_bytes_mean,cpu_to_gpu_size_bytes_p50,cpu_to_gpu_size_bytes_p95,cpu_to_gpu_size_bytes_p99,host_transfer_accounting_difference_bytes,peak_output_tokens_per_1s,gpu_uuid,gpu_index,parallel_timing_phase
S1,prefix_2k_q1,prefix_repetition,2048,1,4,42,100,100,404.6372463540174,2159.72,12800,215972,79010,0.3658344600225955,0.24713493604716244,31.633271814036792,565.3755358938145,0,120686,a9d1cbe95d4b3fd8c0e8886bd7e40568a3cf9a16abd401ab77de339bc1309f1b,runs/submission/S1/20260910T084102.461066Z/prefix_2k_q1,959.6229763416341,953.5864219942596,1085.7989967335016,1134.940800537006,16152.424427011283,16169.669463997707,16415.741567427176,16557.746317932615,147144.03382456172,148161.2412168948,274096.78173792525,285868.3816212657,162337.01240598774,163264.1804968909,289313.55106778815,300105.9679397733,146183.51286358607,147214.449707506,273087.13990816905,284871.26635571185,15192.747577937553,15199.555889499607,15478.04720121203,15824.716865473893,119.62793368454766,112.66135051846504,115.59892988880165,129.27057900582443,858.9293735210712,868.4016723632812,997.1387115478516,1052.2421997070314,44.664327423095706,111.75138042480926,112.04505920410156,114.60372695922851,117.07002738952636,357.82792012023924,136962,0,79010,0.3658344600225955,0.0,,298.25726891787843,370.1142229229514,3066.4740275295767,1.0,0.9041173762271983,0,,0,0,0,,0,,,,,,0,0,0,,0,,,,,,0,40,GPU-e0793c56-a140-f368-abb5-9d265981da85,1,after_dispatch
S1,prefix_4k_q1,prefix_repetition,4096,1,4,42,100,100,534.9176692389883,4319.36,12800,431936,99395,0.23011510964587345,0.18694465662775184,23.928916048352235,831.4101880999984,0,312127,a1bdbc7865d384c48fddfee44c379339e583e71e5385adbd8d098468e20ec371,runs/submission/S1/20260910T084102.461066Z/prefix_4k_q1,4683.344014388276,5662.257810472511,6090.516678188578,6260.542981650797,21367.37437661679,21389.111064490862,21721.53888780449,21778.527133787866,212897.17973454838,214390.27979042107,396497.1682871793,414773.13622520585,229581.38102497524,230511.9574060549,414674.1478349171,430621.64912273485,208212.79712127463,209117.0244970126,393470.1959340804,409384.4004073407,16683.976224286016,15645.836807001615,20030.47233254765,20190.319324241722,131.36989152981116,122.71422150661238,124.77665031910874,130.16803539241664,2869.1000854492186,2727.2929077148438,4526.480932617188,4675.511538085938,143.45500427246094,122.26138753335307,122.0874252319336,124.00793685913087,125.31990646362306,388.179905418396,332541,0,99395,0.23011510964587345,0.0,,583.504748392503,645.5965466448445,2318.0857418428723,0.9999651227678571,0.8457054285195184,0,,0,0,0,,0,,,,,,0,0,0,,0,,,,,,0,36,GPU-e0793c56-a140-f368-abb5-9d265981da85,1,after_dispatch
S1,pressure_4k_q1,prefix_repetition,4096,1,4,42,128,128,694.6164460660075,4310.9375,16384,551800,40952,0.07421529539688293,0.18427435849659757,23.58711788756449,817.9823602189906,0,500637,42e21da4131ae4b34ba3aa98e2f5db2b6c86ee1b55edba1fbf5a083126a530b3,runs/submission/S1/20260910T084102.461066Z/pressure_4k_q1,4866.154955876027,5940.542151482077,6189.247995443293,6264.450008556014,21683.241369196367,21706.68967999518,22000.289539253572,22032.347327068564,276149.8830170367,276148.31962643424,524392.5442078327,541397.1230116294,292967.14009474637,294783.60520014056,540796.0792055004,557272.7376187342,271282.7042656268,272878.1136419857,519310.1507863612,535548.7242869724,16817.030493624316,15748.213974991813,20275.0448210194,20417.311673707445,132.41756294192373,123.47198149655014,125.82132124225609,130.7876278180629,2980.0609760284424,2901.604248046875,4633.66962890625,4661.607197265625,190.72390246582032,122.92751851419764,122.83801651000977,124.88801574707031,127.55440727233886,499.5774352416992,510848,0,40952,0.07421529539688293,0.0,,720.73876573954,759.0260826474854,2678.4686837642134,0.9990931919642857,0.8164546455391749,0,,0,0,0,,0,,,,,,0,0,0,,0,,,,,,0,36,GPU-e0793c56-a140-f368-abb5-9d265981da85,1,after_dispatch
S1,random_2k_q1,random,2048,1,4,42,100,100,409.18490892398404,2156.7,12800,215670,0,0.0,0.24438828954607758,31.28170106189793,558.3539251259235,0,201005,03796991652490a33fef09be05f7046eeefe42b1d6f38a598022dd9880c942e3,runs/submission/S1/20260910T084102.461066Z/random_2k_q1,1088.6649478014442,1112.6873644971056,1125.2946115360828,1142.3696085903794,16334.459740340826,16348.22084903135,16468.740927573526,16513.574433221947,149256.8673566415,150455.26220491834,278121.38579994615,290113.83733075974,164502.8543744879,165708.77334988036,293440.62515367713,304651.82253526076,148167.35814423853,149358.96016396873,277104.14543009974,288999.4486451076,15245.739539062197,15245.953022502363,15387.973693813547,15798.71078226308,120.04519322096218,112.1225684764795,113.97262203972785,119.69959440320964,984.8755774864784,1033.31787109375,1046.8892639160156,1055.412352294922,51.21353002929688,111.1207264787625,111.50847625732422,112.86420669555665,114.72989860534668,355.8085661849976,215670,0,0,0.0,0.0,,491.23268140209325,558.3539251259235,4211.191844745426,0.9596470424107143,0.907784576777757,0,,0,0,0,,0,,,,,,0,0,0,,0,,,,,,0,38,GPU-e0793c56-a140-f368-abb5-9d265981da85,1,after_dispatch
S2,prefix_1k_q1,prefix_repetition,1024,1,4,42,100,100,386.4554523769766,1074.95,12800,107495,47742,0.4441322852225685,0.25876203682708754,33.121540713867205,311.27779220114496,531,43799,965f2a0b731a28d9ec5470d4ca4f00da6612175f90bd85982b4625a7f9611c5f,runs/submission/S2/20260910T084102.471535Z/prefix_1k_q1,423.97431219171267,420.71742098778486,518.6424097046256,563.9286699518561,15413.385124449269,15301.830167503795,15862.488741418929,15894.29957723536,139066.96174788178,141197.11578939398,256354.96134883098,267260.67975618603,154056.55182171057,156106.23504789255,271272.2535084731,281853.3771390719,138642.07597654196,140799.88492149278,255955.03045094665,266830.3438281035,14989.357955869054,14882.314538001083,15386.716786088073,15431.863144584351,118.02644059739413,114.8601820168551,118.72820530261379,125.43036571412813,312.84117595966046,319.31443786621094,375.343098449707,413.5724615478516,16.267741149902342,114.66752480435275,114.1944351196289,117.88656616210938,119.8290921020508,367.968087097168,59753,0,47211,0.43919252058235264,0.004939764640215824,,113.33518450989608,187.73962057915682,3673.097540057595,1.0,0.8443521964292559,0.2494635561506506,0.13107860071218738,2183049216,103,0.7639046692638658,2.857750847502593,0.773036609172821,2.8239920206831433,21194652.582524274,19869696.0,39459225.6,39844823.04,19574784,36,0.007822963932994753,2.5022209187798805,0.009506752043962478,2.0590401337364743,543744.0,543744.0,543744.0,543744.0,0,36,GPU-bce0b2ef-65eb-c23e-491f-89e85889c17c,2,after_dispatch
S2,prefix_2k_q025,prefix_repetition,2048,0.25,4,42,100,100,438.81729382497724,2159.72,12800,215972,97407,0.45101679847387627,0.22788527573365217,29.169315293907477,521.3377030013908,16251,119616,a9d1cbe95d4b3fd8c0e8886bd7e40568a3cf9a16abd401ab77de339bc1309f1b,runs/submission/S2/20260910T084102.471535Z/prefix_2k_q025,803.6239005607786,905.5005400150549,1060.9880511037773,1279.047631288413,15723.020720771747,16413.742268487113,16631.83144344366,16896.96456233971,10109.476500111094,10725.720436866264,21676.117826716774,27353.895292240322,25029.059132852577,25918.27628978934,37238.19936123555,42763.9080061438,9305.094043798745,9686.865695985034,20679.616652944238,26290.912155380356,14919.34012586833,15435.746321483748,15909.942715484067,16108.418997804403,117.47511910132543,113.80281997844577,116.60365223069675,551.4103456627345,536.0581318925067,443.06585693359375,864.2668060302734,923.2657641601559,43.956766815185546,103.77460850606869,112.89702606201172,115.25345458984376,150.66398773193345,392.1642455444336,118565,0,81156,0.37577093326912747,0.07524586520474877,,272.5872514215654,299.36149246751216,2697.3093926243887,1.0,0.9209791131177849,0.5042572183884368,0.2874955449456771,4370780160,110,4.102103186014574,1.0654973709343623,4.027116756439209,1.0853373329718552,39734365.09090909,39757824.0,40316313.599999994,40550400.0,599076864,504,0.282725339056924,2.118935876063736,0.2546842868477106,2.352233313703488,1188644.5714285714,1107968.0,2215936.0,2215936.0,0,36,GPU-bce0b2ef-65eb-c23e-491f-89e85889c17c,2,after_dispatch
S2,prefix_2k_q05,prefix_repetition,2048,0.5,4,42,100,100,430.6784495339962,2159.72,12800,215972,97407,0.45101679847387627,0.23219178974058782,29.72054908679524,531.1898012253375,16251,119616,a9d1cbe95d4b3fd8c0e8886bd7e40568a3cf9a16abd401ab77de339bc1309f1b,runs/submission/S2/20260910T084102.471535Z/prefix_2k_q05,1018.8408305909252,1027.3350799980108,1143.5772743803682,1289.6895460848464,17141.343177784,16642.68606650876,21297.868746559834,21481.693490931648,108278.62581846109,107611.64517180821,199015.9934861082,206690.5937649619,124401.30628043663,123195.67986127228,214549.58598229024,221479.24269798747,107258.9720867388,106564.2672390095,198017.15044443554,205669.36122342362,16122.448089027894,15603.787827014457,20251.561532868072,20413.910940821515,126.94841014982593,115.66335047245957,152.73180676740594,189.1445486864543,823.4192745502179,852.8128051757812,921.7746307373045,1013.9669824218752,42.817802276611324,119.86979969606882,115.06278228759766,152.0273406982422,168.33543640136725,385.62114562225344,118565,0,81156,0.37577093326912747,0.07524586520474877,,277.73853121610153,305.0187445927232,2769.0585152887356,0.982421875,0.9096128736056789,0.49958801112369966,0.26311518796446354,4370780160,110,3.750911997864023,1.1652579859215477,3.772357316970825,1.1586336586773025,39734365.09090909,39757824.0,40316313.599999994,40550400.0,599076864,504,0.28518996777711436,2.100623905775672,0.16772624066472053,3.5717539582702256,1188644.5714285714,1107968.0,2215936.0,2215936.0,0,36,GPU-bce0b2ef-65eb-c23e-491f-89e85889c17c,2,after_dispatch
S2,prefix_2k_q1,prefix_repetition,2048,1,4,42,100,100,410.22910211997805,2159.72,12800,215972,97407,0.45101679847387627,0.243766225953305,31.20207692202304,557.668870437895,16251,119616,a9d1cbe95d4b3fd8c0e8886bd7e40568a3cf9a16abd401ab77de339bc1309f1b,runs/submission/S2/20260910T084102.471535Z/prefix_2k_q1,1019.2068295413628,1019.8108034965117,1117.9845153033966,1331.5089039539453,16374.134796980652,16338.368384022033,16711.214990989538,16816.80728818057,150241.73209270145,151691.64988190535,279156.59839155176,291005.6480345377,165596.84250824995,166935.87484339077,294409.17163372814,305632.06971496524,149221.59552716883,150650.58005749597,278146.57730649924,289965.24182518304,15354.874808088643,15350.515244994313,15617.958959264797,15734.751044115403,120.90452604794207,113.43932000454515,116.78905759181362,185.02561130444522,821.3332079373873,849.6563110351562,922.1123626708982,1014.456141357422,42.70932681274414,114.06939201903,112.79666900634766,115.50157051086425,165.4653799438476,365.2501932449341,118565,0,81156,0.37577093326912747,0.07524586520474877,,291.5834088363053,320.22350272355914,2776.0915202395818,0.9999302455357143,0.9128065552218698,0.49958801112369966,0.263176416721895,4370780160,110,3.9962217531283386,1.0937281337249236,3.9989574947357176,1.0929798993247002,39734365.09090909,39757824.0,40316313.599999994,40550400.0,599076864,504,0.2790488729951903,2.146852834665724,0.15872214376926422,3.7743748274398516,1188644.5714285714,1107968.0,2215936.0,2215936.0,0,36,GPU-bce0b2ef-65eb-c23e-491f-89e85889c17c,2,after_dispatch
S2,prefix_4k_q1,prefix_repetition,4096,1,4,42,100,100,579.0210734169814,4319.36,12800,431936,192367,0.4453599607349237,0.17270528585405234,22.1062765893187,768.0825800958783,82132,305503,a1bdbc7865d384c48fddfee44c379339e583e71e5385adbd8d098468e20ec371,runs/submission/S2/20260910T084102.471535Z/prefix_4k_q1,4654.254069699091,5552.4882820027415,6051.416637626244,6211.088717400562,23131.580500681885,21989.379884500522,25120.534922889783,25352.473867214285,236893.06029246916,236648.28260490095,440013.0639374481,458599.1481998086,255370.55632924451,256290.96899803285,458669.1382555351,474723.5024781556,232237.83078263106,231473.53368348558,437180.1068352477,453379.7965657193,18477.270441040746,19272.51498802798,23229.093434248352,23414.4949341123,145.4903184333917,126.28952751401812,154.29580234340392,157.30951672187075,2810.533515625,2835.9597778320312,4194.338854980468,4407.394829101562,140.52667578125,136.92009081022007,125.43385314941408,153.4394332885742,154.93812103271483,434.72128832244874,239569,0,110235,0.25521142021040155,0.19014854052452215,,527.6198294427055,435.8546028570134,1704.793760103766,1.0,0.9113644946532392,0.9816192879458921,0.5276715762007759,8551526400,215,9.535395867016632,0.8968192321810277,7.156352834701538,1.1949559499823976,39774541.39534884,39813120.0,40181760.0,40397783.04,3027714048,1080,2.9186037823092192,1.037384404951484,1.6178255999684334,1.8714712191839935,2803438.933333333,2214912.0,4463616.0,6656000.0,0,36,GPU-bce0b2ef-65eb-c23e-491f-89e85889c17c,2,after_dispatch
S2,pressure_4k_q1,prefix_repetition,4096,1,4,42,128,128,693.6536357300356,4310.9375,16384,551800,193884,0.3513664371148967,0.18453013637748245,23.619857456317753,819.117742246121,146470,494019,42e21da4131ae4b34ba3aa98e2f5db2b6c86ee1b55edba1fbf5a083126a530b3,runs/submission/S2/20260910T084102.471535Z/pressure_4k_q1,4780.209812914109,5671.957390004536,6325.922821281711,6445.916976146982,21653.132673442997,21548.446727509145,22300.72973818751,22320.012134737917,277985.8191905435,279467.6386114284,523728.5427033977,540267.4800579152,294858.9188921219,297634.1901336457,540198.0703172827,556308.9677809499,273204.5497319009,276299.02903651237,518645.3409550624,534950.1010132988,16872.865814536908,15893.635013024323,20216.569340677233,20345.74453813373,132.8572111380859,124.5192814967595,127.06398824229836,133.01299530430697,2884.698574066162,2917.4118041992188,4356.899145507812,4482.455415039062,184.62070874023436,124.07605445103383,123.86867141723633,126.06791954040527,129.23555053710936,504.24508528900145,357916,0,47414,0.08592606016672708,0.26544037694816963,,712.1983862739648,539.6064847350913,1938.6557577546523,1.0,0.9317000886530575,0.9995279294125725,0.7153154276111192,13034668032,328,13.779160574951675,0.9459696736312774,10.288283496856689,1.2669429293994858,39739841.56097561,39776256.0,40071168.0,40392990.72,5399470080,1620,4.407681320386473,1.2250137175358595,3.528526051208377,1.530233871491724,3333006.222222222,2219008.0,6612992.0,6637568.0,0,36,GPU-bce0b2ef-65eb-c23e-491f-89e85889c17c,2,after_dispatch
S2,random_2k_q1,random,2048,1,4,42,100,100,422.6587672260066,2156.7,12800,215670,0,0.0,0.23659748183225882,30.28447767452913,540.5542667421616,0,201005,03796991652490a33fef09be05f7046eeefe42b1d6f38a598022dd9880c942e3,runs/submission/S2/20260910T084102.471535Z/random_2k_q1,1229.2076429430745,1250.7713729864918,1306.7710343690123,1313.4251113753999,16870.207758652396,16889.838619506918,17083.529604261275,17162.961224734318,155697.77093424313,156528.93041941948,290972.4044820354,303383.42221804225,171338.96526401074,172280.56542741542,306583.5277866516,318061.19550221664,154467.78397981718,155297.0329249947,289830.7426194209,302141.3459293489,15640.94265989028,15638.204346498242,15847.366232197965,15899.48662099865,123.1570288180337,114.11265702918172,116.60138399747666,231.023752988549,974.7077096792368,1022.2356567382812,1037.9776123046875,1047.7560742187502,50.684800903320316,115.47333027436389,113.49811553955078,115.62792663574218,225.3923184204101,369.7456035385132,215670,0,0,0.0,0.0,,475.5727683569318,540.5542667421616,4255.121775290858,0.9596470424107143,0.907784576777757,0.9069978027259931,0.44421059009556707,7870537728,198,6.212542371591553,1.2668787200534932,6.217153324127198,1.2659391392932897,39750190.54545455,39702528.0,40255488.0,40402944.0,0,0,0,,0,,,,,,0,36,GPU-bce0b2ef-65eb-c23e-491f-89e85889c17c,2,after_dispatch
